Datum;BIEL-BENKEN - Niederschlag (mm oder Liter/m2);AESCH-BL - Niederschlag (mm oder Liter/m2);WALLBACH - Niederschlag (mm oder Liter/m2);FRICK - Niederschlag (mm oder Liter/m2);OBERFLACHS - Niederschlag (mm oder Liter/m2);GRAENICHEN - Niederschlag (mm oder Liter/m2);SEENGEN - Niederschlag (mm oder Liter/m2);BIRMENSTORF - Niederschlag (mm oder Liter/m2);LEUGGERN - Niederschlag (mm oder Liter/m2);TEGERFELDEN - Niederschlag (mm oder Liter/m2);ENDINGEN - Niederschlag (mm oder Liter/m2);KUENTEN - Niederschlag (mm oder Liter/m2);STEINMAUR - Niederschlag (mm oder Liter/m2);WIL-SG - Niederschlag (mm oder Liter/m2);WIL-ZH - Niederschlag (mm oder Liter/m2);HALLAU - Niederschlag (mm oder Liter/m2);UHWIESEN - Niederschlag (mm oder Liter/m2);LINDAU - Niederschlag (mm oder Liter/m2);LIEBENSBERG - Niederschlag (mm oder Liter/m2);UESSLINGEN - Niederschlag (mm oder Liter/m2);MAMMERN - Niederschlag (mm oder Liter/m2);DETTIGHOFEN - Niederschlag (mm oder Liter/m2);THUNDORF - Niederschlag (mm oder Liter/m2);WEINFELDEN - Niederschlag (mm oder Liter/m2)
02.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0
03.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.06.2011;26;42.8;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.06.2011;3.8;1.6;0;0;0.2;0;3.2;0;0.6;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
06.06.2011;1.2;5.4;0.8;0.7;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;1.4;0;0;0.4;1.8
07.06.2011;25.8;6.4;4.8;15.1;1.4;0.2;0.4;2.6;0.6;0.2;1.4;0.6;0;0;0;0.2;0.2;0;0;0;0;0;0;0
08.06.2011;10.6;13.4;12.8;10.5;11.8;3.2;4.8;4.6;7;7;4;1.6;0;1.6;2;3;3;2;1.2;1.6;0.8;0.4;1.6;0
09.06.2011;0;0.2;0.2;0.5;0;0.2;0.6;0.6;0.4;0.6;0.4;1.6;0;5.6;4;2.2;2.2;3.8;4.4;5.6;4.6;3.4;6.8;0
10.06.2011;0;0.4;0.8;3.5;0.8;0.4;0.4;2.2;1;2;0.4;0;0;0;0;0.8;0.8;0;0;0;0.2;0;0.2;0
11.06.2011;0;0;0.2;2;0.2;2.2;5.4;1.2;0.2;0.4;1.4;3;0;1.2;1;0.2;0.2;1.4;0.8;1.2;0.2;0.4;0.8;0.8
12.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.06.2011;0.4;0.4;0;0;0.2;0.6;1.2;0.8;0.4;0.4;0.8;3.8;0;4;2;1.4;1.4;3.4;2.4;4;3;2.6;3.6;9.6
14.06.2011;0.2;0.2;0;0;0;1.8;1.2;0;0;0.2;1.2;0;0;0.8;0;0;0;0;0;0.8;0;0;0.2;3.8
15.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.06.2011;5.2;3.6;2.8;0.9;3.2;1;1;0.2;1.4;0.2;0;0;0;4.6;0;1;1;1.8;1.6;4.6;1.6;1.8;2;1.8
17.06.2011;5.8;14.6;14.6;0.8;8.2;19.8;24.4;13.4;13.6;15.6;9.4;18.4;0;22.2;17;12.8;12.8;20.6;23.6;22.2;16.8;15;22.8;17.8
18.06.2011;1.4;4.2;7.2;0.7;5.8;24.8;14.2;11.2;12.4;12.2;8.2;17;0;15.4;12;5.2;5.2;16.6;11.2;15.4;10.2;5.4;16.8;14.4
19.06.2011;0;0;1.6;0.2;0;0.2;0.4;1.2;0.8;0.4;0;0.4;0;1.2;2;1;1;0.4;1;1.2;5;3.2;1;1
20.06.2011;0;0;0;13.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.06.2011;0;0;0;0;0;24.2;4;0;0;0;0;10;0;0.4;0;0;0;0.2;1;0.4;7.6;4;0.6;0.4
22.06.2011;9.4;41.8;26;12.6;25;11.6;7.8;4.6;9.4;13.4;4;11.2;0;16.2;6;13.4;13.4;14.8;1.2;16.2;6.6;5.2;9.6;12.6
23.06.2011;0.2;0.4;0.2;0;0;0;0;0.2;0;0;0.2;0;0;1.8;0;0;0;0;0;1.8;0;0;0;0.2
24.06.2011;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0.4;0;0;0;0.4;0;0.4;0;0.2;0;0.4
25.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.06.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.06.2011;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.06.2011;20.8;50;23.8;12.4;11.2;6.8;6.4;4;3.6;6.8;2;9.2;0;27.8;9;3;3;35;7;27.8;15.2;13.6;15.8;10.8
30.06.2011;2.2;3.2;0.8;2.2;0.4;2.4;2.6;3.6;1.2;1.4;0.8;4.4;1;145.6;2;0.8;0.8;9.4;4.8;145.6;4.4;2.8;12.8;13.2
01.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;2;6.8;6.8;0;0.6;1.2;0;4;0.4;1
02.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.07.2011;17.6;19.6;21;5.9;11.2;16.8;21;23.8;7.8;14.2;16;36;42.2;12.6;36;24.6;24.6;23.2;13.2;12.6;10.4;13.4;19.2;19.4
08.07.2011;0.6;1;2;3.6;3.8;5;0;7.4;5.6;5.6;0;10;7.8;16.6;5;6.6;6.6;23.8;16.2;16.6;16.4;12.4;24.8;21.8
09.07.2011;0.8;3.6;0.2;0;0;4.4;19.6;2.6;4.2;1.6;0.8;7.8;9.2;23.4;5;11.8;11.8;4.8;3.4;23.4;4.8;3.4;5.8;7.4
10.07.2011;1.8;3.4;5.6;5.4;0;8.8;4.8;5;2.4;3.2;2.8;6.4;4.6;3.6;3;2;2;9.2;8;3.6;5.6;5.2;9.4;7
11.07.2011;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.07.2011;16.2;15.8;16.4;14.5;0;7.4;13;10.8;7.2;8;5.2;16;15;1;4;8.6;8.6;15.4;14.4;1;1.2;2.2;2;0.2
13.07.2011;22.4;26.6;30.4;42.6;0;20.8;17.4;54.8;0;46.4;2;39;50.2;103;44;52.4;52.4;51;31;103;39.8;13.4;49.6;60.6
14.07.2011;0;0;0;0.3;6.6;0.8;0.2;1.2;0;1;0;0.4;1;5.2;0;2.8;2.8;0.4;0.4;5.2;2;0;1.2;1.2
15.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.07.2011;8.2;16.4;18;19.7;14.6;19.6;17.4;19.2;15;13.2;9;18.6;20.4;11;10;9;9;13.4;11.8;11;14.6;13.6;17.6;12.8
18.07.2011;0;3.4;1.6;3.6;0;0;0;0;5;6.4;0;0;0;0;6;1;1;0;0;0;0;0;0;0
19.07.2011;2;2.2;6.8;9.2;6;10.2;11.4;11.6;6.8;7.2;6.6;11.8;12.6;10.2;8;5.8;5.8;17.2;13.6;10.2;10.8;8.4;12.4;14.4
20.07.2011;0;0.2;4.2;3.7;2;4.4;1.4;2.8;5.4;2.8;1.8;2.2;2.2;0.4;2;0.8;0.8;1.8;0.4;0.4;1;1.6;0.2;4.4
21.07.2011;4.6;23;10.6;15;7.6;12.4;6.8;12;5;5;8.6;17;8.8;5;2;2.4;2.4;12;4.6;5;0.4;0.4;1.4;2.6
22.07.2011;9.6;3;20.4;21.3;7;32;34.2;15.6;14.6;6.8;8;34.8;12.6;7.2;24;46.8;46.8;27;21.6;7.2;19.4;18.8;28.4;17.6
23.07.2011;1.6;3.6;4.6;4.4;1.6;7.4;8.6;3;2.2;1.4;1.8;5;2.8;14;1;2.4;2.4;7.8;5.4;14;5.8;2.8;7.4;7
24.07.2011;0;0;0;0.2;0;1.6;0.8;0;0;0;0;4;0.2;3.6;1;0.4;0.4;7.8;4.4;3.6;0.8;1.2;2.8;1.6
25.07.2011;0;0;0;0;0.2;0.4;0.6;0;0;0;0;1.6;0.2;1.2;0;0.6;0.6;1.6;0.6;1.2;0.8;1.2;3;1.6
26.07.2011;1.4;3.6;0;0;1.2;0;0;0;0.4;0;0;0.6;0;1;0;0;0;0.2;0;1;0.4;0.4;15.8;13
27.07.2011;0;1.6;1.6;2;7.2;5.6;2;16.4;3.6;2.4;3.2;3;2.8;6.2;6;14;14;8.4;5.8;6.2;12.4;2.4;6.8;5.2
28.07.2011;1.2;0.8;1.6;13.7;12.2;8.2;1.6;7.6;1.6;0.2;0.6;5.8;5.2;2.6;4;7.6;7.6;4;0;2.6;0.8;3.2;0.2;5.4
29.07.2011;0;0;0;0.3;0.2;0;0;0;0;0;0;0.2;0;8.4;0;0.2;0.2;1.6;0;8.4;0.2;0;0;6.6
30.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.07.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.08.2011;1;1.6;0.4;0.6;0.6;6;3.8;4.2;1;0.6;1.2;5.2;2;9.2;0;0.6;0.6;2.8;7.8;9.2;2.4;5.4;13.8;20.6
04.08.2011;0.2;0.2;0;0;2;4;1.8;3.2;2.8;7.4;4.2;3;1.6;3.6;13;4.6;4.6;0.2;8.2;3.6;3;2.6;7.6;3.4
05.08.2011;4.8;5;4;4.7;1.2;12.4;13.6;3.2;2;1.8;1;8.2;13.8;6.8;3;1.4;1.4;17.6;14;6.8;18.4;12.2;9;13.4
06.08.2011;1.8;6;3.4;3.1;3;2.6;4.4;2.6;3.4;4.8;2;3.6;2.6;0;5;5.4;5.4;0.6;0.4;0;0.4;0.2;0.2;0.2
07.08.2011;2;2.4;3.2;10.8;8.4;7.4;10;7.2;10;8.8;6.2;8.8;11.4;16.8;5;6.2;6.2;14.4;10.8;16.8;10.4;6.8;2.6;12.2
08.08.2011;2.2;2;8.6;0.1;4.4;9.6;7.6;11.8;3.8;3.6;4.6;9.4;9.6;0.8;4;0.4;0.4;11.4;7.2;0.8;5.2;5;11;4.6
09.08.2011;1.2;1.4;6.2;0.2;5.2;3.8;7.6;2.8;2;1.2;2;6;1.6;4.2;3;2;2;2.2;3.2;4.2;5.2;3;5;4
10.08.2011;0;0;0.2;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0;0;0.4;0.2
11.08.2011;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.08.2011;0;0;1.2;0;3.6;3.6;2;6;0.2;0.8;2.6;3.2;1.6;0;0;0.6;0.6;0.8;0.2;0;0;0;0.2;0.2
13.08.2011;0;0;0;0;0;0;0;0;0.2;0;0.6;0;0.6;0;2;1.4;1.4;0.2;0.2;0;2.2;0.4;0.4;0.4
14.08.2011;5.6;10.8;7.2;0;5.4;14.4;15;6.8;4.4;4.6;5.2;7.4;3.2;6.6;3;1;1;1.6;1;6.6;0.8;1.4;4.8;5.4
15.08.2011;8.8;10.6;6.2;0;3.6;8.6;24.6;6;6.2;6.8;5.4;11.4;6.6;28.6;12;30.2;30.2;18.8;12.8;28.6;19.6;11.8;22.4;16.2
16.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0
17.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18.08.2011;0.2;1;0;0;0;0.8;0.2;0;0;0;0.2;0.4;0;0;0;0;0;0.6;0;0;0;0.2;0;0.2
19.08.2011;1.2;1.6;1.2;0;0.4;0;0;0.4;1.6;0.8;0.8;0;0;1.2;0;0.8;0.8;0.2;1;1.2;0.2;0;0.2;0.2
20.08.2011;0;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0
22.08.2011;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23.08.2011;0;0;0;0.1;0;0;3.8;0;0;0.2;0;1.8;0;20.8;0;1;1;0;0;20.8;9.6;0.6;0;6.8
24.08.2011;0;0;1.2;0.5;23.6;24.2;18.2;13.4;15.4;8.8;8.8;11.6;9.2;18;8;8;8;12;7.4;18;8.8;7.4;0;18
25.08.2011;1;0.2;0;0.1;0;0.4;0.2;0.2;0;0;0;0.2;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0
26.08.2011;3.2;9.8;2.6;0;10.2;2.2;4;8.6;6.4;2.2;4.6;1;0.6;1;0;0.4;0.4;0;0.4;1;0.6;0.4;1.4;0.4
27.08.2011;2;3.2;5.4;0;6.2;13.6;11;13.6;7.4;12.2;13.6;11.4;15.2;15;20;10.4;10.4;20.6;16;15;20.4;11.4;0;14.6
28.08.2011;0;0;0;0.1;0;0.2;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2
29.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31.08.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.09.2011;2;2.4;0.8;1.4;0.2;1;1.8;0.6;0.2;0;0.2;1.8;0.8;1.4;0;0.4;0.4;5;1.4;1.4;1.4;1.2;0.2;1.6
02.09.2011;4.2;0;0;4.1;0.2;1.8;0.2;0.6;0.2;0;17.2;0.8;0.8;1.6;0;0.2;0.2;0.6;0.2;1.6;0.2;0.2;0.2;0.6
03.09.2011;6.2;4;10.4;5.3;1;4.2;6.8;2.2;2;2.8;1.4;4.8;3;6.6;2;3.2;3.2;13.4;3.2;6.6;3.2;4.2;0;1.2
04.09.2011;16.2;21.4;19.6;23.4;9.2;31.6;10.6;22.8;14.2;20.8;14.8;23.4;20.2;21;18;20;20;27.4;17.6;21;14.6;17.8;0.2;22
05.09.2011;3;6;2;7.6;0;6.8;0;2.8;4.2;3.2;1.8;9.2;6.8;17.4;3;2.8;2.8;12.4;4.8;17.4;3.4;2;0.2;6
06.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.09.2011;0;0;0;0;0.2;0.2;0;0.8;0;0;0.8;0.2;0.2;0;1;0;0;0;0;0;0.2;0;0;0
08.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.8;0.6;0;1
09.09.2011;0;0;0.4;0.5;0;0.8;0.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0
10.09.2011;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.09.2011;1;4.2;2.8;4.1;0;0.4;0.2;0.4;2.4;1.2;0.2;1;0.4;2.2;0;3;3;1.6;1.6;2.2;3.6;4.4;0;6
12.09.2011;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0.2;0
13.09.2011;0.4;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.09.2011;13;14;17.8;17.9;4.6;10;9.6;8.4;8.6;6.2;4.6;12.4;9.8;15;7;10.2;10.2;15;13.2;15;10.4;7.8;0.2;12.2
15.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
16.09.2011;2;6.2;3;2.6;7.2;9.6;11;14.4;1.6;1.8;5.6;18.6;11.2;9.6;2;2.4;2.4;12.2;24.2;9.6;6;9;0;13.8
17.09.2011;1.6;7.2;9.6;12.3;6;11;9.4;11;3.4;7.6;8.4;14.8;9.2;0.6;5;4;4;7.4;5.4;0.6;3.8;2.4;0.2;0.8
18.09.2011;6.8;17.6;11.8;7.4;0;15.4;20.8;11.2;0;6.2;4.6;16.2;12;16;9;6.2;6.2;14;17;16;10.2;12.4;0.2;13.8
19.09.2011;2;11.4;8.2;3;4.4;2.8;7.2;8;7.6;4.8;8.6;10;8;3.6;8;11.2;11.2;5;5.2;3.6;3;3.2;0;0.4
20.09.2011;0;0;0.2;0.1;0;0;0;0.4;0;0;0;0.2;0.2;0;1;0;0;0;0;0;0;0;0.2;0
21.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
22.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0.2
23.09.2011;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.09.2011;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0
25.09.2011;0;0;0;0;0;0.2;0.2;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2
26.09.2011;0;0;0;0.1;0;0.2;0.2;0.2;0;0.2;0;0.2;0.2;0;0;0;0;0;0.2;0;0.2;0;0;0.2
27.09.2011;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
28.09.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2
29.09.2011;0;0;0;0;0;0.2;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
30.09.2011;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0.2;0;0.2;0;0;0.4
01.10.2011;0;0;0;0;0;0.2;0.2;0.4;0.4;0.2;0.2;7.6;0.2;0;0;0;0;0.4;0.4;0;0.4;0.2;0;0.4
02.10.2011;0;0.2;0;0.2;0.2;0;0.2;0.4;0.4;0.2;0.2;0.2;0.4;0;1;0.2;0.2;0.2;0.4;0;0.4;0.4;0;0.4
03.10.2011;0;0;0.2;0;0.2;0.2;0.2;0.4;0.4;0.2;0.2;0.2;0.4;0;0;0.2;0.2;0.2;0.4;0;0.6;0.2;0;0.4
04.10.2011;0;0;0;0.1;0.2;0.2;0.2;0;0;0.2;0.2;0.2;0.2;0;1;0;0;0;0;0;0.2;0.2;0;0.4
05.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.10.2011;6.2;14;13.2;5.8;2.8;15.2;13.6;16.2;10.2;11.8;4.8;10.8;17.2;14.6;9;20.4;20.4;17.2;10.4;14.6;15;12.2;0.6;16.8
07.10.2011;2.6;5.4;7.4;1.8;3.4;7.8;8.2;6.6;4.6;14.8;5;4.6;9;11.8;5;5.6;5.6;9.6;6.2;11.8;9;6.8;0;9
08.10.2011;13;14.2;14.2;4.7;9.8;22.2;20.8;14.6;16.6;15.6;6.8;16.8;16.2;8.2;7;4.8;4.8;15.6;6.6;8.2;3;4;0;5.4
09.10.2011;4;5.2;6.6;5;5.6;7;8.6;13.4;6.4;6.6;6.8;18.8;13;5.8;11;9.6;9.6;11.6;9.4;5.8;7.4;6.2;0;8.6
10.10.2011;2;3.8;12.4;6;2.6;4.4;4.6;5.8;2.8;2.6;2.4;13.6;8;8.2;8;3.4;3.4;12.8;4;8.2;7.6;2.6;0.2;6.6
11.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.10.2011;0.2;0.8;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.10.2011;0;0.4;2;0.8;0.2;0;0;0;1.2;3.4;3;0.2;0.2;4.2;4;13.2;13.2;2.4;2;4.2;3;7;0;4.4
14.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
15.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.10.2011;0;0;0;0;0;0;0;0.2;0.2;0.2;0.2;0;0.2;0;0;0;0;0.2;0.2;0;0;0;0;0
17.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.4;0.4;0;0;0.2;0.4;0.4;0.6;0.2
18.10.2011;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0.2;0.2;0.2;0.4
19.10.2011;10.8;21.4;16.8;16.2;21.8;17;16.6;15.4;15;14.4;7.4;15.8;18;15.2;17;17.2;17.2;23;10;15.2;14.4;14;23.6;15.6
20.10.2011;0.2;0;0;0.6;0.6;1.2;1;0.2;1.4;1.6;1.4;5.4;1.2;0.8;2;0.4;0.4;1.4;0;0.8;0;0.2;0;0
21.10.2011;0;0;0.2;0;0;23.4;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0.2
22.10.2011;0;0;0.2;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0
23.10.2011;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2011;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.10.2011;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.10.2011;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.10.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0.2;0.2
29.10.2011;0;0;0;0;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0;1;0.2;0.2;0.2;0;0;0.2;0.2;0;0.2
30.10.2011;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0.2
31.10.2011;0;0.2;0;0;0;0.2;0.2;0;0.2;0;0.2;0;0.4;0.2;0;0;0;0.2;0;0.2;0;0.2;0.4;0.4
01.11.2011;0.2;0.2;0;0;0.2;0;0;0.2;0.6;0;0.2;0;0;0.2;0;0.2;0.2;0;0;0.2;0.2;0.2;0.2;0
02.11.2011;0;0.2;0.4;0;0;0;0;0;0;0;0;0;0.2;0;1;0;0;0.2;0;0;0;0.2;0.4;0.2
03.11.2011;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0.2;0.2;0;0;0;0.2;0;0.2;0;0.2;0.2;0.2
04.11.2011;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2011;4.2;6.8;1.8;1.4;2.2;2.8;0.4;3.4;2.6;1.2;1.4;0.8;1;0.2;1;0.4;0.4;0.2;0;0.2;0.4;0.4;0.8;0.4
08.11.2011;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0.2;0.2
09.11.2011;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
10.11.2011;0.2;0;0;0;0;0.4;0.2;0.4;0.4;0.2;0.2;0.4;0.2;0.4;0;0.2;0.2;0.2;0;0.4;0.6;0.4;0.4;0.4
11.11.2011;0;0;0;0;0.2;0.2;0.2;0;0.4;0;0.2;0;0.4;0.2;1;0;0;0;0;0.2;0;0;0.4;0
12.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13.11.2011;0;0.2;0;0;0;0;0;0.2;0.2;0;0.2;0;0;0.4;0;0;0;0;0;0.4;0;0;0.2;0.2
14.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17.11.2011;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0
18.11.2011;0;0;0;0;0.2;0;0.2;0;0.2;0.2;0.2;0.6;0.4;0;0;0;0;0;0;0;0.6;0.2;0;0.4
19.11.2011;0;0;0.2;0;0.2;0.2;14.4;0.2;0.4;0.8;0;0.2;0.2;0;1;0.2;0.2;0;0.2;0;0.2;0.2;0.4;0.6
20.11.2011;0;0;0.4;0;0;0;0.2;0.2;0;0;0;0.2;0.2;0.2;0;0;0;0;0;0.2;0;0;0.2;0
21.11.2011;0;0;0;0;0.2;0;0.2;0.2;0.2;0;0.2;0;0.2;0.2;0;0.2;0.2;0;0;0.2;0.2;0.2;0.2;0
22.11.2011;0;0;0;0;0.2;0.2;0.2;0.2;0.2;1.6;0.2;0.8;0.4;0.2;0;0.2;0.2;0.2;0;0.2;0.4;0.4;0.4;0.4
23.11.2011;0;0.2;0;0;0;0;0.2;0.2;0.2;0.2;0;0.2;0.2;0.2;0;0;0;0;0;0.2;0;0;0.2;0.2
24.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0
25.11.2011;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0.2;0.2;0
26.11.2011;0;0;0.4;0;0;0.2;0;0;0.2;0;0;0.2;0.4;0;1;0;0;0.2;0;0;0;0.2;0.2;1
27.11.2011;0.4;0.2;0.2;0;0.2;0;0.2;0.2;0;0;0.2;0;0.4;0.6;0;0;0;0.4;0.2;0.6;0.2;0.2;0.2;0.2
28.11.2011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29.11.2011;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.2;0;0;0.2
30.11.2011;0;0;0;0;0.2;0.2;0;0.4;0.4;0.2;0.4;0.2;0.2;0;1;0;0;0;0;0;0.2;0;0;0
01.12.2011;0.2;0.2;0.2;0;0;0;0.2;0.2;0;0;0;0;0.2;0;0;0;0;0.2;0;0;0;0.2;0;0.2
